RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
1,358,5405,136297,Urmston Grammar Academy,ACC,0,0,154,135,6,103,3,100,0,26,10,9,88%,4%,67%,2%,65%,0%,17%,6%,6%,11,10,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,91%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,143,125,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,87%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,151,134,5,103,3,100,0,26,8,9,89%,3%,68%,2%,66%,0%,17%,5%,6%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,5407,137289,Altrincham Grammar School for Girls,ACC,0,0,174,154,1,126,4,122,0,27,14,6,89%,1%,72%,2%,70%,0%,16%,8%,3%,7,7,SUPP,2,1,1,0,SUPP,0,0,100%,SUPP,29%,14%,14%,0%,SUPP,0%,0%,167,147,SUPP,124,3,121,0,SUPP,14,6,88%,SUPP,74%,2%,72%,0%,SUPP,8%,4%,174,154,1,126,4,122,0,27,14,6,89%,1%,72%,2%,70%,0%,16%,8%,3%,7,7,SUPP,2,1,1,0,SUPP,0,0,100%,SUPP,29%,14%,14%,0%,SUPP,0%,0%,167,147,SUPP,124,3,121,0,SUPP,14,6,88%,SUPP,74%,2%,72%,0%,SUPP,8%,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,358,5900,138134,Saint Ambrose College,ACC,0,0,106,102,5,87,0,87,0,10,1,3,96%,5%,82%,0%,82%,0%,9%,1%,3%,2,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,104,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,105,101,4,87,0,87,0,10,1,3,96%,4%,83%,0%,83%,0%,10%,1%,3%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,5901,138464,Loreto Grammar School,ACC,0,0,136,123,1,101,1,100,0,21,7,6,90%,1%,74%,1%,74%,0%,15%,5%,4%,6,4,SUPP,3,SUPP,SUPP,0,SUPP,2,0,67%,SUPP,50%,SUPP,SUPP,0%,SUPP,33%,0%,130,119,SUPP,98,SUPP,SUPP,0,SUPP,5,6,92%,SUPP,75%,SUPP,SUPP,0%,SUPP,4%,5%,136,123,1,101,1,100,0,21,7,6,90%,1%,74%,1%,74%,0%,15%,5%,4%,6,4,SUPP,3,SUPP,SUPP,0,SUPP,2,0,67%,SUPP,50%,SUPP,SUPP,0%,SUPP,33%,0%,130,119,SUPP,98,SUPP,SUPP,0,SUPP,5,6,92%,SUPP,75%,SUPP,SUPP,0%,SUPP,4%,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,358,8000,130519,The Trafford and Stockport College Group,General Further Education College,0,0,2314,1714,166,783,258,523,2,765,449,151,74%,7%,34%,11%,23%,SP,33%,19%,7%,730,458,37,195,SUPP,111,SUPP,226,220,52,63%,5%,27%,SUPP,15%,SUPP,31%,30%,7%,1584,1256,129,588,SUPP,412,SUPP,539,229,99,79%,8%,37%,SUPP,26%,SUPP,34%,14%,6%,1332,1122,72,601,84,516,1,449,160,50,84%,5%,45%,6%,39%,SP,34%,12%,4%,319,248,8,134,SUPP,110,SUPP,106,59,12,78%,3%,42%,SUPP,34%,SUPP,33%,18%,4%,1013,874,64,467,SUPP,406,SUPP,343,101,38,86%,6%,46%,SUPP,40%,SUPP,34%,10%,4%,568,370,43,124,119,4,1,203,152,46,65%,8%,22%,21%,1%,SP,36%,27%,8%,235,134,15,43,41,SUPP,SUPP,76,82,19,57%,6%,18%,17%,SUPP,SUPP,32%,35%,8%,333,236,28,81,78,SUPP,SUPP,127,70,27,71%,8%,24%,23%,SUPP,SUPP,38%,21%,8%,414,222,51,58,55,3,0,113,137,55,54%,12%,14%,13%,1%,0%,27%,33%,13%,176,76,14,18,SUPP,SUPP,0,44,79,21,43%,8%,10%,SUPP,SUPP,0%,25%,45%,12%,238,146,37,40,SUPP,SUPP,0,69,58,34,61%,16%,17%,SUPP,SUPP,0%,29%,24%,14%
LA,358,,,,,,,3612,2872,207,1679,275,1402,2,986,531,209,80%,6%,47%,8%,39%,SP,27%,15%,6%,815,530,40,250,SUPP,165,SUPP,240,225,55,65%,5%,31%,SUPP,20%,SUPP,30%,28%,7%,2800,2340,165,1430,SUPP,1240,SUPP,745,305,155,84%,6%,51%,SUPP,44%,SUPP,27%,11%,6%,2617,2275,110,1495,100,1394,1,670,235,107,87%,4%,57%,4%,53%,SP,26%,9%,4%,400,320,10,190,SUPP,160,SUPP,120,65,15,80%,3%,47%,SUPP,40%,SUPP,30%,17%,4%,2215,1955,100,1305,SUPP,1230,SUPP,550,170,95,88%,4%,59%,SUPP,56%,SUPP,25%,8%,4%,570,371,43,125,119,5,1,203,153,46,65%,8%,22%,21%,1%,SP,36%,27%,8%,235,135,15,45,40,SUPP,SUPP,75,80,20,57%,6%,18%,17%,SUPP,SUPP,32%,35%,8%,335,235,30,80,80,SUPP,SUPP,125,70,25,71%,8%,25%,23%,SUPP,SUPP,38%,21%,8%,425,226,54,59,56,3,0,113,143,56,53%,13%,14%,13%,1%,0%,27%,34%,13%,175,75,15,20,SUPP,SUPP,0,45,80,20,44%,8%,11%,SUPP,SUPP,0%,25%,45%,12%,250,150,40,40,SUPP,SUPP,0,70,65,35,60%,16%,16%,SUPP,SUPP,0%,28%,26%,14%
1,359,4608,106534,The Deanery Church of England High School and Sixth Form College,VA,0,0,74,62,9,28,1,27,0,25,9,3,84%,12%,38%,1%,36%,0%,34%,12%,4%,13,10,SUPP,SUPP,SUPP,SUPP,0,4,SUPP,SUPP,77%,SUPP,SUPP,SUPP,SUPP,0%,31%,SUPP,SUPP,61,52,SUPP,SUPP,SUPP,SUPP,0,21,SUPP,SUPP,85%,SUPP,SUPP,SUPP,SUPP,0%,34%,SUPP,SUPP,71,60,9,28,1,27,0,23,9,2,85%,13%,39%,1%,38%,0%,32%,13%,3%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,359,4615,106538,St Mary's Catholic High School,VA,0,0,162,136,19,73,3,70,0,44,21,5,84%,12%,45%,2%,43%,0%,27%,13%,3%,13,6,SUPP,5,SUPP,SUPP,0,SUPP,6,1,46%,SUPP,38%,SUPP,SUPP,0%,SUPP,46%,8%,149,130,SUPP,68,SUPP,SUPP,0,SUPP,15,4,87%,SUPP,46%,SUPP,SUPP,0%,SUPP,10%,3%,141,126,16,72,2,70,0,38,11,4,89%,11%,51%,1%,50%,0%,27%,8%,3%,7,5,SUPP,SUPP,0,SUPP,0,0,SUPP,SUPP,71%,SUPP,SUPP,0%,SUPP,0%,0%,SUPP,SUPP,134,121,SUPP,SUPP,2,SUPP,0,38,SUPP,SUPP,90%,SUPP,SUPP,1%,SUPP,0%,28%,SUPP,SUPP,13,7,3,1,1,0,0,3,5,1,54%,23%,8%,8%,0%,0%,23%,38%,8%,4,SUPP,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,9,SUPP,3,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,33%,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,8,3,0,0,0,0,0,3,5,0,38%,0%,0%,0%,0%,0%,38%,63%,0%,2,SUPP,0,0,0,0,0,SUPP,SUPP,0,SUPP,0%,0%,0%,0%,0%,SUPP,SUPP,0%,6,SUPP,0,0,0,0,0,SUPP,SUPP,0,SUPP,0%,0%,0%,0%,0%,SUPP,SUPP,0%
1,359,8003,130521,Wigan and Leigh College,General Further Education College,0,0,1666,1143,204,383,121,262,0,556,430,93,69%,12%,23%,7%,16%,0%,33%,26%,6%,568,328,46,114,46,68,0,168,211,29,58%,8%,20%,8%,12%,0%,30%,37%,5%,1098,815,158,269,75,194,0,388,219,64,74%,14%,24%,7%,18%,0%,35%,20%,6%,811,636,63,287,30,257,0,286,142,33,78%,8%,35%,4%,32%,0%,35%,18%,4%,220,165,7,75,7,68,0,83,46,9,75%,3%,34%,3%,31%,0%,38%,21%,4%,591,471,56,212,23,189,0,203,96,24,80%,9%,36%,4%,32%,0%,34%,16%,4%,447,297,77,53,51,2,0,167,130,20,66%,17%,12%,11%,SP,0%,37%,29%,4%,175,101,21,23,23,0,0,57,70,4,58%,12%,13%,13%,0%,0%,33%,40%,2%,272,196,56,30,28,2,0,110,60,16,72%,21%,11%,10%,1%,0%,40%,22%,6%,408,210,64,43,40,3,0,103,158,40,51%,16%,11%,10%,1%,0%,25%,39%,10%,173,62,18,16,16,0,0,28,95,16,36%,10%,9%,9%,0%,0%,16%,55%,9%,235,148,46,27,24,3,0,75,63,24,63%,20%,11%,10%,1%,0%,32%,27%,10%
1,359,8600,130522,Winstanley College,Sixth Form College,0,0,933,855,56,622,13,564,45,177,51,27,92%,6%,67%,1%,60%,5%,19%,5%,3%,91,74,2,54,SUPP,SUPP,8,18,12,5,81%,2%,59%,SUPP,SUPP,9%,20%,13%,5%,842,781,54,568,SUPP,SUPP,37,159,39,22,93%,6%,67%,SUPP,SUPP,4%,19%,5%,3%,913,844,53,620,12,564,44,171,45,24,92%,6%,68%,1%,62%,5%,19%,5%,3%,84,71,SUPP,53,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,85%,SUPP,63%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,829,773,SUPP,567,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,93%,SUPP,68%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,17,8,3,1,0,0,1,4,6,3,47%,18%,6%,0%,0%,6%,24%,35%,18%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,359,8601,130523,St John Rigby RC Sixth Form College,Sixth Form College,0,0,760,680,74,406,7,393,6,200,59,21,89%,10%,53%,1%,52%,1%,26%,8%,3%,88,73,8,42,SUPP,41,SUPP,23,12,3,83%,9%,48%,SUPP,47%,SUPP,26%,14%,3%,672,607,66,364,SUPP,352,SUPP,177,47,18,90%,10%,54%,SUPP,52%,SUPP,26%,7%,3%,699,636,54,402,6,392,4,180,48,15,91%,8%,58%,1%,56%,1%,26%,7%,2%,75,66,5,41,SUPP,SUPP,0,20,8,1,88%,7%,55%,SUPP,SUPP,0%,27%,11%,1%,624,570,49,361,SUPP,SUPP,4,160,40,14,91%,8%,58%,SUPP,SUPP,1%,26%,6%,2%,13,7,2,1,0,0,1,4,3,3,54%,15%,8%,0%,0%,8%,31%,23%,23%,1,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,SUPP,12,SUPP,2,SUPP,0,0,SUPP,4,SUPP,SUPP,SUPP,17%,SUPP,0%,0%,SUPP,33%,SUPP,SUPP,48,37,18,3,1,1,1,16,8,3,77%,38%,6%,2%,2%,2%,33%,17%,6%,12,SUPP,3,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,25%,SUPP,SUPP,SUPP,SUPP,25%,SUPP,SUPP,36,SUPP,15,SUPP,SUPP,SUPP,SUPP,13,SUPP,SUPP,SUPP,42%,SUPP,SUPP,SUPP,SUPP,36%,SUPP,SUPP
LA,359,,,,,,,3595,2876,362,1512,145,1316,51,1002,570,149,80%,10%,42%,4%,37%,1%,28%,16%,4%,775,490,55,220,50,165,10,215,245,40,64%,7%,29%,6%,21%,1%,28%,31%,5%,2820,2385,305,1290,95,1150,45,790,325,110,85%,11%,46%,3%,41%,2%,28%,12%,4%,2635,2302,195,1409,51,1310,48,698,255,78,87%,7%,54%,2%,50%,2%,27%,10%,3%,400,315,15,180,10,165,5,125,65,15,79%,4%,45%,3%,41%,2%,31%,17%,4%,2235,1985,180,1230,40,1145,40,575,190,65,89%,8%,55%,2%,51%,2%,26%,8%,3%,479,316,82,56,53,2,1,178,138,25,66%,17%,12%,11%,SP,SP,37%,29%,5%,180,105,20,25,SUPP,SUPP,SUPP,60,75,5,57%,12%,13%,SUPP,SUPP,SUPP,33%,41%,2%,295,210,60,35,SUPP,SUPP,SUPP,120,65,20,71%,21%,11%,SUPP,SUPP,SUPP,40%,22%,7%,481,258,85,47,41,4,2,126,177,46,54%,18%,10%,9%,1%,SP,26%,37%,10%,190,70,20,20,SUPP,SUPP,SUPP,30,100,20,37%,11%,9%,SUPP,SUPP,SUPP,16%,53%,10%,290,190,65,30,SUPP,SUPP,SUPP,95,75,25,65%,22%,10%,SUPP,SUPP,SUPP,33%,26%,9%
